unique_id,indicator_id,name,measure,measure_info,geo_type_name,geo_join_id,geo_place_name,time_period,start_date,data_value
550020,375,Nitrogen dioxide (NO2),Mean,ppb,CD,110,Central Harlem (CD10),Winter 2016-17,2016-12-01T00:00:00.000,28.69
602961,375,Nitrogen dioxide (NO2),Mean,ppb,CD,110,Central Harlem (CD10),Summer 2018,2018-06-01T00:00:00.000,16.91
213588,375,Nitrogen dioxide (NO2),Mean,ppb,CD,112,Washington Heights and Inwood (CD12),Annual Average 2014,2013-12-01T00:00:00.000,20.60
550024,375,Nitrogen dioxide (NO2),Mean,ppb,CD,112,Washington Heights and Inwood (CD12),Summer 2017,2017-06-01T00:00:00.000,16.22
165949,375,Nitrogen dioxide (NO2),Mean,ppb,CD,310,Bay Ridge and Dyker Heights (CD10),Winter 2011-12,2011-12-01T00:00:00.000,22.80
550090,375,Nitrogen dioxide (NO2),Mean,ppb,CD,310,Bay Ridge and Dyker Heights (CD10),Summer 2017,2017-06-01T00:00:00.000,13.52
550092,375,Nitrogen dioxide (NO2),Mean,ppb,CD,310,Bay Ridge and Dyker Heights (CD10),Winter 2016-17,2016-12-01T00:00:00.000,23.91
165937,375,Nitrogen dioxide (NO2),Mean,ppb,CD,210,Throgs Neck and Co-op City (CD10),Winter 2011-12,2011-12-01T00:00:00.000,21.43
165819,375,Nitrogen dioxide (NO2),Mean,ppb,CD,210,Throgs Neck and Co-op City (CD10),Winter 2009-10,2009-12-01T00:00:00.000,22.79
213600,375,Nitrogen dioxide (NO2),Mean,ppb,CD,212,Williamsbridge and Baychester (CD12),Annual Average 2014,2013-12-01T00:00:00.000,18.34
550144,375,Nitrogen dioxide (NO2),Mean,ppb,CD,410,South Ozone Park and Howard Beach (CD10),Summer 2017,2017-06-01T00:00:00.000,12.78
213630,375,Nitrogen dioxide (NO2),Mean,ppb,CD,412,Jamaica and Hollis (CD12),Annual Average 2014,2013-12-01T00:00:00.000,18.89
550152,375,Nitrogen dioxide (NO2),Mean,ppb,CD,412,Jamaica and Hollis (CD12),Winter 2016-17,2016-12-01T00:00:00.000,24.97
166645,375,Nitrogen dioxide (NO2),Mean,ppb,CD,210,Throgs Neck and Co-op City (CD10),Summer 2009,2009-06-01T00:00:00.000,17.24
165878,375,Nitrogen dioxide (NO2),Mean,ppb,CD,210,Throgs Neck and Co-op City (CD10),Winter 2010-11,2010-12-01T00:00:00.000,26.39
167766,375,Nitrogen dioxide (NO2),Mean,ppb,CD,210,Throgs Neck and Co-op City (CD10),Annual Average 2013,2012-12-01T00:00:00.000,17.44
550145,375,Nitrogen dioxide (NO2),Mean,ppb,CD,410,South Ozone Park and Howard Beach (CD10),Annual Average 2017,2017-01-01T00:00:00.000,17.42
167798,375,Nitrogen dioxide (NO2),Mean,ppb,CD,412,Jamaica and Hollis (CD12),Annual Average 2013,2012-12-01T00:00:00.000,19.07
547530,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,209,Bensonhurst - Bay Ridge,Summer 2017,2017-06-01T00:00:00.000,8.52
605826,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,209,Bensonhurst - Bay Ridge,Summer 2018,2018-06-01T00:00:00.000,7.83
547538,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,211,Williamsburg - Bushwick,Winter 2016-17,2016-12-01T00:00:00.000,8.62
547536,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,211,Williamsburg - Bushwick,Summer 2017,2017-06-01T00:00:00.000,9.87
605832,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,211,Williamsburg - Bushwick,Summer 2018,2018-06-01T00:00:00.000,9.31
177776,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,201,Greenpoint,Summer 2009,2009-06-01T00:00:00.000,12.17
547390,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,201,Greenpoint,Annual Average 2017,2017-01-01T00:00:00.000,8.98
742185,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,201,Greenpoint,Annual Average 2021,2021-01-01T00:00:00.000,7.67
334206,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,108,Upper East Side (CD8),Winter 2014-15,2014-12-01T00:00:00.000,11.07
547621,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,108,Upper East Side (CD8),Annual Average 2017,2017-01-01T00:00:00.000,8.87
334212,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,110,Central Harlem (CD10),Winter 2014-15,2014-12-01T00:00:00.000,10.18
547620,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,108,Upper East Side (CD8),Summer 2017,2017-06-01T00:00:00.000,10.42
214119,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,112,Washington Heights and Inwood (CD12),Annual Average 2014,2013-12-01T00:00:00.000,9.46
547634,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,112,Washington Heights and Inwood (CD12),Winter 2016-17,2016-12-01T00:00:00.000,8.17
547632,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,112,Washington Heights and Inwood (CD12),Summer 2017,2017-06-01T00:00:00.000,9.85
669584,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,112,Washington Heights and Inwood (CD12),Summer 2020,2020-06-01T00:00:00.000,7.35
168604,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,310,Bay Ridge and Dyker Heights (CD10),Winter 2011-12,2011-12-01T00:00:00.000,9.00
547700,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,310,Bay Ridge and Dyker Heights (CD10),Winter 2016-17,2016-12-01T00:00:00.000,7.53
605994,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,310,Bay Ridge and Dyker Heights (CD10),Summer 2018,2018-06-01T00:00:00.000,7.89
669909,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,310,Bay Ridge and Dyker Heights (CD10),Summer 2020,2020-06-01T00:00:00.000,6.79
168592,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,210,Throgs Neck and Co-op City (CD10),Winter 2011-12,2011-12-01T00:00:00.000,9.12
214129,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,210,Throgs Neck and Co-op City (CD10),Annual Average 2014,2013-12-01T00:00:00.000,8.92
168474,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,210,Throgs Neck and Co-op City (CD10),Winter 2009-10,2009-12-01T00:00:00.000,9.77
669873,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,210,Throgs Neck and Co-op City (CD10),Summer 2020,2020-06-01T00:00:00.000,7.08
605958,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,210,Throgs Neck and Co-op City (CD10),Summer 2018,2018-06-01T00:00:00.000,8.26
168594,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,212,Williamsbridge and Baychester (CD12),Winter 2011-12,2011-12-01T00:00:00.000,8.91
547670,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,212,Williamsbridge and Baychester (CD12),Winter 2016-17,2016-12-01T00:00:00.000,8.04
669879,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,212,Williamsbridge and Baychester (CD12),Summer 2020,2020-06-01T00:00:00.000,7.18
547752,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,410,South Ozone Park and Howard Beach (CD10),Summer 2017,2017-06-01T00:00:00.000,8.29
606048,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,410,South Ozone Park and Howard Beach (CD10),Summer 2018,2018-06-01T00:00:00.000,7.88
214161,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,412,Jamaica and Hollis (CD12),Annual Average 2014,2013-12-01T00:00:00.000,8.45
547758,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,412,Jamaica and Hollis (CD12),Summer 2017,2017-06-01T00:00:00.000,8.62
547633,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,112,Washington Heights and Inwood (CD12),Annual Average 2017,2017-01-01T00:00:00.000,7.77
168545,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,310,Bay Ridge and Dyker Heights (CD10),Winter 2010-11,2010-12-01T00:00:00.000,12.46
742500,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,312,Borough Park (CD12),Annual Average 2021,2021-01-01T00:00:00.000,6.45
168533,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,210,Throgs Neck and Co-op City (CD10),Winter 2010-11,2010-12-01T00:00:00.000,13.10
669815,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,201,Greenpoint,Summer 2020,2020-06-01T00:00:00.000,7.95
177181,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,101,Kingsbridge - Riverdale,Winter 2009-10,2009-12-01T00:00:00.000,11.50
547370,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,101,Kingsbridge - Riverdale,Winter 2016-17,2016-12-01T00:00:00.000,7.91
336558,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,305,Upper East Side,Winter 2014-15,2014-12-01T00:00:00.000,29.21
175311,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,303,East Harlem,Winter 2009-10,2009-12-01T00:00:00.000,29.06
212562,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,303,East Harlem,Annual Average 2014,2013-12-01T00:00:00.000,23.76
602763,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,303,East Harlem,Summer 2018,2018-06-01T00:00:00.000,16.41
213624,375,Nitrogen dioxide (NO2),Mean,ppb,CD,406,Rego Park and Forest Hills (CD6),Annual Average 2014,2013-12-01T00:00:00.000,20.88
165847,375,Nitrogen dioxide (NO2),Mean,ppb,CD,408,Hillcrest and Fresh Meadows (CD8),Winter 2009-10,2009-12-01T00:00:00.000,24.96
741183,375,Nitrogen dioxide (NO2),Mean,ppb,CD,208,Riverdale and Fieldston (CD8),Annual Average 2021,2021-01-01T00:00:00.000,14.70
165906,375,Nitrogen dioxide (NO2),Mean,ppb,CD,408,Hillcrest and Fresh Meadows (CD8),Winter 2010-11,2010-12-01T00:00:00.000,28.88
166673,375,Nitrogen dioxide (NO2),Mean,ppb,CD,408,Hillcrest and Fresh Meadows (CD8),Summer 2009,2009-06-01T00:00:00.000,18.96
336870,375,Nitrogen dioxide (NO2),Mean,ppb,CD,408,Hillcrest and Fresh Meadows (CD8),Winter 2014-15,2014-12-01T00:00:00.000,23.58
547396,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,203,Bedford Stuyvesant - Crown Heights,Annual Average 2017,2017-01-01T00:00:00.000,7.53
177234,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,205,Sunset Park,Winter 2010-11,2010-12-01T00:00:00.000,13.49
547402,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,205,Sunset Park,Annual Average 2017,2017-01-01T00:00:00.000,8.09
547608,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,104,Clinton and Chelsea (CD4),Summer 2017,2017-06-01T00:00:00.000,11.02
547610,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,104,Clinton and Chelsea (CD4),Winter 2016-17,2016-12-01T00:00:00.000,9.50
605910,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,106,Stuyvesant Town and Turtle Bay (CD6),Summer 2018,2018-06-01T00:00:00.000,10.77
669861,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,206,Belmont and East Tremont (CD6),Summer 2020,2020-06-01T00:00:00.000,7.37
547688,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,306,Park Slope and Carroll Gardens (CD6),Winter 2016-17,2016-12-01T00:00:00.000,8.54
214155,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,406,Rego Park and Forest Hills (CD6),Annual Average 2014,2013-12-01T00:00:00.000,8.95
547740,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,406,Rego Park and Forest Hills (CD6),Summer 2017,2017-06-01T00:00:00.000,8.81
547742,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,406,Rego Park and Forest Hills (CD6),Winter 2016-17,2016-12-01T00:00:00.000,8.02
168502,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,408,Hillcrest and Fresh Meadows (CD8),Winter 2009-10,2009-12-01T00:00:00.000,9.65
334194,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,104,Clinton and Chelsea (CD4),Winter 2014-15,2014-12-01T00:00:00.000,11.52
547609,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,104,Clinton and Chelsea (CD4),Annual Average 2017,2017-01-01T00:00:00.000,9.36
742446,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,206,Belmont and East Tremont (CD6),Annual Average 2021,2021-01-01T00:00:00.000,6.80
547687,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,306,Park Slope and Carroll Gardens (CD6),Annual Average 2017,2017-01-01T00:00:00.000,8.38
742482,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,306,Park Slope and Carroll Gardens (CD6),Annual Average 2021,2021-01-01T00:00:00.000,7.06
334278,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,308,Crown Heights and Prospect Heights (CD8),Winter 2014-15,2014-12-01T00:00:00.000,9.15
742488,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,308,Crown Heights and Prospect Heights (CD8),Annual Average 2021,2021-01-01T00:00:00.000,6.72
547395,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,203,Bedford Stuyvesant - Crown Heights,Summer 2017,2017-06-01T00:00:00.000,9.14
669809,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,203,Bedford Stuyvesant - Crown Heights,Summer 2020,2020-06-01T00:00:00.000,6.98
177192,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,205,Sunset Park,Winter 2009-10,2009-12-01T00:00:00.000,10.61
212931,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,205,Sunset Park,Annual Average 2014,2013-12-01T00:00:00.000,9.63
547401,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,205,Sunset Park,Summer 2017,2017-06-01T00:00:00.000,9.75
547403,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,205,Sunset Park,Winter 2016-17,2016-12-01T00:00:00.000,8.30
212924,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,105,Crotona -Tremont,Annual Average 2014,2013-12-01T00:00:00.000,9.82
669770,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,305,Upper East Side,Summer 2020,2020-06-01T00:00:00.000,7.44
605730,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,305,Upper East Side,Summer 2018,2018-06-01T00:00:00.000,10.03
168620,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,408,Hillcrest and Fresh Meadows (CD8),Winter 2011-12,2011-12-01T00:00:00.000,9.01
214157,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,408,Hillcrest and Fresh Meadows (CD8),Annual Average 2014,2013-12-01T00:00:00.000,8.44
547746,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,408,Hillcrest and Fresh Meadows (CD8),Summer 2017,2017-06-01T00:00:00.000,8.59
547748,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,408,Hillcrest and Fresh Meadows (CD8),Winter 2016-17,2016-12-01T00:00:00.000,7.83
606042,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,408,Hillcrest and Fresh Meadows (CD8),Summer 2018,2018-06-01T00:00:00.000,8.08
669957,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,408,Hillcrest and Fresh Meadows (CD8),Summer 2020,2020-06-01T00:00:00.000,6.70
168618,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,406,Rego Park and Forest Hills (CD6),Winter 2011-12,2011-12-01T00:00:00.000,9.23
168500,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,406,Rego Park and Forest Hills (CD6),Winter 2009-10,2009-12-01T00:00:00.000,10.13
606036,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,406,Rego Park and Forest Hills (CD6),Summer 2018,2018-06-01T00:00:00.000,8.36
669951,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,406,Rego Park and Forest Hills (CD6),Summer 2020,2020-06-01T00:00:00.000,6.82
741219,375,Nitrogen dioxide (NO2),Mean,ppb,CD,308,Crown Heights and Prospect Heights (CD8),Annual Average 2021,2021-01-01T00:00:00.000,17.46
165965,375,Nitrogen dioxide (NO2),Mean,ppb,CD,408,Hillcrest and Fresh Meadows (CD8),Winter 2011-12,2011-12-01T00:00:00.000,22.70
603081,375,Nitrogen dioxide (NO2),Mean,ppb,CD,408,Hillcrest and Fresh Meadows (CD8),Summer 2018,2018-06-01T00:00:00.000,12.23
121693,386,Ozone (O3),Mean,ppb,CD,408,Hillcrest and Fresh Meadows (CD8),2-Year Summer Average 2009-2010,2009-06-01T00:00:00.000,27.58
549453,386,Ozone (O3),Mean,ppb,CD,408,Hillcrest and Fresh Meadows (CD8),Summer 2017,2017-06-01T00:00:00.000,29.95
605356,386,Ozone (O3),Mean,ppb,CD,408,Hillcrest and Fresh Meadows (CD8),Summer 2018,2018-06-01T00:00:00.000,30.69
169328,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,408,Hillcrest and Fresh Meadows (CD8),Summer 2009,2009-06-01T00:00:00.000,10.10
547747,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,408,Hillcrest and Fresh Meadows (CD8),Annual Average 2017,2017-01-01T00:00:00.000,7.05
742542,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,408,Hillcrest and Fresh Meadows (CD8),Annual Average 2021,2021-01-01T00:00:00.000,6.29
121649,386,Ozone (O3),Mean,ppb,CD,106,Stuyvesant Town and Turtle Bay (CD6),2-Year Summer Average 2009-2010,2009-06-01T00:00:00.000,20.72
605312,386,Ozone (O3),Mean,ppb,CD,106,Stuyvesant Town and Turtle Bay (CD6),Summer 2018,2018-06-01T00:00:00.000,24.92
412675,375,Nitrogen dioxide (NO2),Mean,ppb,CD,106,Stuyvesant Town and Turtle Bay (CD6),Annual Average 2016,2015-12-31T00:00:00.000,28.40
602948,375,Nitrogen dioxide (NO2),Mean,ppb,CD,106,Stuyvesant Town and Turtle Bay (CD6),Annual Average 2018,2018-01-01T00:00:00.000,26.65
166877,375,Nitrogen dioxide (NO2),Mean,ppb,CD,206,Belmont and East Tremont (CD6),Summer 2013,2013-06-01T00:00:00.000,18.06
667557,375,Nitrogen dioxide (NO2),Mean,ppb,CD,107,Upper West Side (CD7),Summer 2020,2020-06-01T00:00:00.000,15.06
550047,375,Nitrogen dioxide (NO2),Mean,ppb,CD,207,Kingsbridge Heights and Bedford (CD7),Winter 2016-17,2016-12-01T00:00:00.000,27.28
667629,375,Nitrogen dioxide (NO2),Mean,ppb,CD,207,Kingsbridge Heights and Bedford (CD7),Summer 2020,2020-06-01T00:00:00.000,13.98
165853,375,Nitrogen dioxide (NO2),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Winter 2009-10,2009-12-01T00:00:00.000,20.98
179422,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,5,Staten Island,Annual Average 2009,2008-12-01T00:00:00.000,16.84
175354,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,304,Upper West Side,Winter 2010-11,2010-12-01T00:00:00.000,33.65
176698,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,304,Upper West Side,Annual Average 2013,2012-12-01T00:00:00.000,26.50
740958,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,304,Upper West Side,Annual Average 2021,2021-01-01T00:00:00.000,19.17
176718,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,504,South Beach - Tottenville,Annual Average 2013,2012-12-01T00:00:00.000,11.51
175396,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,304,Upper West Side,Winter 2011-12,2011-12-01T00:00:00.000,28.90
165971,375,Nitrogen dioxide (NO2),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Winter 2011-12,2011-12-01T00:00:00.000,15.76
167800,375,Nitrogen dioxide (NO2),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Annual Average 2013,2012-12-01T00:00:00.000,12.54
165912,375,Nitrogen dioxide (NO2),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Winter 2010-11,2010-12-01T00:00:00.000,20.26
166679,375,Nitrogen dioxide (NO2),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Summer 2009,2009-06-01T00:00:00.000,8.44
605865,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,409,Southeast Queens,Summer 2018,2018-06-01T00:00:00.000,8.05
212070,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,205,Sunset Park,Annual Average 2014,2013-12-01T00:00:00.000,9.63
547518,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,205,Sunset Park,Summer 2017,2017-06-01T00:00:00.000,9.75
178577,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,204,East New York,Annual Average 2013,2012-12-01T00:00:00.000,8.69
547399,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,204,East New York,Annual Average 2017,2017-01-01T00:00:00.000,7.52
334203,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,107,Upper West Side (CD7),Winter 2014-15,2014-12-01T00:00:00.000,10.56
547618,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,107,Upper West Side (CD7),Annual Average 2017,2017-01-01T00:00:00.000,8.33
168589,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,207,Kingsbridge Heights and Bedford (CD7),Winter 2011-12,2011-12-01T00:00:00.000,10.39
214145,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,314,Flatbush and Midwood (CD14),Annual Average 2014,2013-12-01T00:00:00.000,8.88
547712,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,314,Flatbush and Midwood (CD14),Winter 2016-17,2016-12-01T00:00:00.000,7.64
547710,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,314,Flatbush and Midwood (CD14),Summer 2017,2017-06-01T00:00:00.000,8.76
168508,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,414,Rockaway and Broad Channel (CD14),Winter 2009-10,2009-12-01T00:00:00.000,7.94
168626,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,414,Rockaway and Broad Channel (CD14),Winter 2011-12,2011-12-01T00:00:00.000,6.72
669975,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,414,Rockaway and Broad Channel (CD14),Summer 2020,2020-06-01T00:00:00.000,6.27
606039,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,407,Flushing and Whitestone (CD7),Summer 2018,2018-06-01T00:00:00.000,8.38
168530,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,207,Kingsbridge Heights and Bedford (CD7),Winter 2010-11,2010-12-01T00:00:00.000,14.30
170418,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,207,Kingsbridge Heights and Bedford (CD7),Annual Average 2013,2012-12-01T00:00:00.000,9.40
547711,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,314,Flatbush and Midwood (CD14),Annual Average 2017,2017-01-01T00:00:00.000,7.25
168612,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,318,Flatlands and Canarsie (CD18),Winter 2011-12,2011-12-01T00:00:00.000,8.28
214149,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,318,Flatlands and Canarsie (CD18),Annual Average 2014,2013-12-01T00:00:00.000,8.46
168597,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,303,Bedford Stuyvesant (CD3),Winter 2011-12,2011-12-01T00:00:00.000,9.54
547680,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,304,Bushwick (CD4),Summer 2017,2017-06-01T00:00:00.000,9.27
669891,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,304,Bushwick (CD4),Summer 2020,2020-06-01T00:00:00.000,7.31
547775,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,503,Tottenville and Great Kills (CD3),Winter 2016-17,2016-12-01T00:00:00.000,6.87
167786,375,Nitrogen dioxide (NO2),Mean,ppb,CD,318,Flatlands and Canarsie (CD18),Annual Average 2013,2012-12-01T00:00:00.000,16.67
165883,375,Nitrogen dioxide (NO2),Mean,ppb,CD,303,Bedford Stuyvesant (CD3),Winter 2010-11,2010-12-01T00:00:00.000,32.68
167771,375,Nitrogen dioxide (NO2),Mean,ppb,CD,303,Bedford Stuyvesant (CD3),Annual Average 2013,2012-12-01T00:00:00.000,22.84
166650,375,Nitrogen dioxide (NO2),Mean,ppb,CD,303,Bedford Stuyvesant (CD3),Summer 2009,2009-06-01T00:00:00.000,23.83
213617,375,Nitrogen dioxide (NO2),Mean,ppb,CD,317,East Flatbush (CD17),Annual Average 2014,2013-12-01T00:00:00.000,20.52
667761,375,Nitrogen dioxide (NO2),Mean,ppb,CD,317,East Flatbush (CD17),Summer 2020,2020-06-01T00:00:00.000,10.82
165839,375,Nitrogen dioxide (NO2),Mean,ppb,CD,318,Flatlands and Canarsie (CD18),Winter 2009-10,2009-12-01T00:00:00.000,24.73
213618,375,Nitrogen dioxide (NO2),Mean,ppb,CD,318,Flatlands and Canarsie (CD18),Annual Average 2014,2013-12-01T00:00:00.000,17.08
550116,375,Nitrogen dioxide (NO2),Mean,ppb,CD,318,Flatlands and Canarsie (CD18),Winter 2016-17,2016-12-01T00:00:00.000,22.83
165942,375,Nitrogen dioxide (NO2),Mean,ppb,CD,303,Bedford Stuyvesant (CD3),Winter 2011-12,2011-12-01T00:00:00.000,26.65
165824,375,Nitrogen dioxide (NO2),Mean,ppb,CD,303,Bedford Stuyvesant (CD3),Winter 2009-10,2009-12-01T00:00:00.000,28.98
667677,375,Nitrogen dioxide (NO2),Mean,ppb,CD,303,Bedford Stuyvesant (CD3),Summer 2020,2020-06-01T00:00:00.000,11.93
670888,386,Ozone (O3),Mean,ppb,CD,203,Morrisania and Crotona (CD3),Summer 2020,2020-06-01T00:00:00.000,30.60
549419,386,Ozone (O3),Mean,ppb,CD,204,Highbridge and Concourse (CD4),Summer 2017,2017-06-01T00:00:00.000,27.48
214148,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,317,East Flatbush (CD17),Annual Average 2014,2013-12-01T00:00:00.000,9.07
547721,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,317,East Flatbush (CD17),Winter 2016-17,2016-12-01T00:00:00.000,7.92
547719,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,317,East Flatbush (CD17),Summer 2017,2017-06-01T00:00:00.000,9.07
606015,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,317,East Flatbush (CD17),Summer 2018,2018-06-01T00:00:00.000,8.36
547773,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,503,Tottenville and Great Kills (CD3),Summer 2017,2017-06-01T00:00:00.000,7.91
606069,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,503,Tottenville and Great Kills (CD3),Summer 2018,2018-06-01T00:00:00.000,7.36
669984,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,503,Tottenville and Great Kills (CD3),Summer 2020,2020-06-01T00:00:00.000,6.52
669942,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,403,Jackson Heights (CD3),Summer 2020,2020-06-01T00:00:00.000,7.12
669945,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,404,Elmhurst and Corona (CD4),Summer 2020,2020-06-01T00:00:00.000,7.12
168497,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,403,Jackson Heights (CD3),Winter 2009-10,2009-12-01T00:00:00.000,9.27
168556,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,403,Jackson Heights (CD3),Winter 2010-11,2010-12-01T00:00:00.000,12.43
